"COU","Country","WASTE","Waste category","WST_OPER","Waste management operations","UNIT","Unit of measure","YEA","Year","Value","Flag Codes","Flags"
"JPN","Japan","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2018","2018",297,,
"JPN","Japan","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",313,,
"JPN","Japan","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",324,,
"JPN","Japan","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2021","2021",311,,
"JPN","Japan","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",391.708,,
"JPN","Japan","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",401.912,,
"JPN","Japan","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",407.405,,
"JPN","Japan","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",407.943,,
"JPN","Japan","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",403.571,,
"JPN","Japan","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",394.619,,
"JPN","Japan","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",381.791,,
"JPN","Japan","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",365.856,,
"JPN","Japan","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",348,,
"JPN","Japan","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",329.451,,
"JPN","Japan","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",311.06,,
"JPN","Japan","EE_SME","Screens and monitors","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",293.5,,
"JPN","Japan","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2010","2010",382,,
"JPN","Japan","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2011","2011",237,,
"JPN","Japan","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2012","2012",66,,
"JPN","Japan","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2013","2013",58,,
"JPN","Japan","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2014","2014",55,,
"JPN","Japan","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2015","2015",49,,
"JPN","Japan","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2016","2016",46,,
"JPN","Japan","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2017","2017",44,,
"JPN","Japan","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",51,,
"JPN","Japan","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",54,,
"JPN","Japan","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",61,,
"JPN","Japan","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2021","2021",59,,
"JPN","Japan","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2010","2010",382,,
"JPN","Japan","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2011","2011",237,,
"JPN","Japan","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2012","2012",66,,
"JPN","Japan","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2013","2013",58,,
"JPN","Japan","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2014","2014",55,,
"JPN","Japan","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2015","2015",49,,
"JPN","Japan","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2016","2016",46,,
"JPN","Japan","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2017","2017",44,,
"JPN","Japan","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2018","2018",51,,
"JPN","Japan","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",54,,
"JPN","Japan","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",61,,
"JPN","Japan","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2021","2021",59,,
"JPN","Japan","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",28.377,,
"JPN","Japan","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",29.421,,
"JPN","Japan","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",30.329,,
"JPN","Japan","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",31.224,,
"JPN","Japan","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",32.188,,
"JPN","Japan","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",32.923,,
"JPN","Japan","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",33.284,,
"JPN","Japan","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",32.883,,
"JPN","Japan","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",31.841,,
"JPN","Japan","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",30.509,,
"JPN","Japan","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",28.992,,
"JPN","Japan","EE_LMP","Lamps","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",27.4,,
"JPN","Japan","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",618.494,,
"JPN","Japan","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",624.892,,
"JPN","Japan","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",631.092,,
"JPN","Japan","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",637.322,,
"JPN","Japan","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",643.654,,
"JPN","Japan","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",649.658,,
"JPN","Japan","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",655.373,,
"JPN","Japan","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",661.652,,
"JPN","Japan","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",668.07,,
"JPN","Japan","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",674.564,,
"JPN","Japan","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",681.494,,
"JPN","Japan","EE_LE","Large equipment","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",688.8,,
"JPN","Japan","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2010","2010",94,,
"JPN","Japan","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2011","2011",94,,
"JPN","Japan","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2012","2012",96,,
"JPN","Japan","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2013","2013",111,,
"JPN","Japan","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2014","2014",110,,
"JPN","Japan","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2015","2015",110,,
"JPN","Japan","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2016","2016",116,,
"JPN","Japan","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2017","2017",123,,
"JPN","Japan","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",139,,
"JPN","Japan","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",153,,
"JPN","Japan","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",164,,
"JPN","Japan","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2021","2021",161,,
"JPN","Japan","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2010","2010",94,,
"JPN","Japan","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2011","2011",94,,
"JPN","Japan","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2012","2012",96,,
"JPN","Japan","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2013","2013",111,,
"JPN","Japan","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2014","2014",110,,
"JPN","Japan","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2015","2015",110,,
"JPN","Japan","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2016","2016",116,,
"JPN","Japan","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2017","2017",123,,
"JPN","Japan","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2018","2018",139,,
"JPN","Japan","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",153,,
"JPN","Japan","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",164,,
"JPN","Japan","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2021","2021",161,,
"JPN","Japan","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",647.67,,
"JPN","Japan","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",671.331,,
"JPN","Japan","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",701.674,,
"JPN","Japan","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",733.621,,
"JPN","Japan","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",762.509,,
"JPN","Japan","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",786.435,,
"JPN","Japan","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",801.355,,
"JPN","Japan","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",806.49,,
"JPN","Japan","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",809.196,,
"JPN","Japan","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",814.557,,
"JPN","Japan","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",820.444,,
"JPN","Japan","EE_SE","Small equipment","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",825.8,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",242.552,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",242.837,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",242.894,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",242.218,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",240.218,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",237.401,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",234.439,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",232.803,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",232.444,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",231.943,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",231.222,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",230.5,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2010","2010",2,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2011","2011",2,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2012","2012",2,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2013","2013",2,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2014","2014",2,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2015","2015",1,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2016","2016",1,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",1,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",1,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2010","2010",2,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2011","2011",2,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2012","2012",2,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2013","2013",2,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2014","2014",2,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2015","2015",1,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2016","2016",1,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2018","2018",1,,
"JPN","Japan","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",1,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",10.699,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",11.293,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",11.93,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",12.575,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",13.171,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",13.741,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",14.292,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",14.847,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",15.33,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",15.802,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",16.281,,
"KOR","Korea","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",16.798,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2005","2005",12.369,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2010","2010",12.935,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2011","2011",12.696,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2012","2012",11.813,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2013","2013",11.799,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2014","2014",16.533,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2015","2015",15.799,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2016","2016",16.264,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2017","2017",17.484,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",19.211,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",20.265,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",22.938,,
"KOR","Korea","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2021","2021",24.408,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2005","2005",1.66,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2010","2010",2.684,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2011","2011",2.523,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2012","2012",2.809,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2013","2013",3.153,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2014","2014",3.941,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2015","2015",4.195,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2016","2016",5.272,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2017","2017",5.685,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2018","2018",6.262,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",6.472,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",7.678,,
"KOR","Korea","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2021","2021",8.31,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",2.144,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",2.29,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",2.445,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",2.602,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",2.752,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",2.904,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",3.059,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",3.215,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",3.363,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",3.504,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",3.644,,
"KOR","Korea","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",3.788,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",1.438,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",1.517,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",1.59,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",1.653,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",1.696,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",1.722,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",1.736,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",1.735,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",1.716,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",1.689,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",1.659,,
"KOR","Korea","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",1.631,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",0.165,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",0.185,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",0.206,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",0.227,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",0.248,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",0.265,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",0.278,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",0.284,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",0.285,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",0.284,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",0.281,,
"KOR","Korea","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",0.276,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",2.498,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",2.624,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",2.764,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",2.912,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",3.061,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",3.215,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",3.375,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",3.547,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",3.714,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",3.883,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",4.063,,
"KOR","Korea","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",4.257,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",3.084,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",3.301,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",3.535,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",3.78,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",4.007,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",4.223,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",4.422,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",4.621,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",4.776,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",4.942,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",5.121,,
"KOR","Korea","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",5.316,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",1.371,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",1.376,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",1.389,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",1.401,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",1.407,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",1.413,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",1.423,,
"KOR","Korea","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",1.444,,
