"COU","Country","WASTE","Waste category","WST_OPER","Waste management operations","UNIT","Unit of measure","YEA","Year","Value","Flag Codes","Flags"
"MLT","Malta","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",2.123,,
"MLT","Malta","EE_LE","Large equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",1.644,,
"MLT","Malta","EE_LE","Large equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",1.24,,
"MLT","Malta","EE_LE","Large equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.93,,
"MLT","Malta","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",5.249,,
"MLT","Malta","EE_SE","Small equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",4.692,,
"MLT","Malta","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",0.984,,
"MLT","Malta","EE_SE","Small equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",1.306,,
"MLT","Malta","EE_SE","Small equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",1.047,,
"MLT","Malta","EE_SE","Small equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.574,,
"MLT","Malta","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2019","2019",0.657,,
"MLT","Malta","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","KG_HAB","Kilograms per capita","2020","2020",0.867,,
"MLT","Malta","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2019","2019",0.28,,
"MLT","Malta","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","KG_HAB","Kilograms per capita","2020","2020",0.351,,
"MLT","Malta","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2019","2019",0.216,,
"MLT","Malta","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","KG_HAB","Kilograms per capita","2020","2020",0.394,,
"MLT","Malta","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2005","2005",9.854,,
"MLT","Malta","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2006","2006",10.094,,
"MLT","Malta","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2007","2007",9.443,,
"MLT","Malta","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2008","2008",10.001,,
"MLT","Malta","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2009","2009",13.728,,
"MLT","Malta","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",14.291,,
"MLT","Malta","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",13.967,,
"MLT","Malta","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",13.516,,
"MLT","Malta","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",14.568,,
"MLT","Malta","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",17.138,,
"MLT","Malta","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",13.219,,
"MLT","Malta","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",10.236,,
"MLT","Malta","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",11.192,,
"MLT","Malta","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",10.371,,
"MLT","Malta","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",11.666,,
"MLT","Malta","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",10.852,,
"MLT","Malta","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2005","2005",0.149,,
"MLT","Malta","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2006","2006",0.264,,
"MLT","Malta","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2007","2007",0.217,,
"MLT","Malta","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2008","2008",0.172,,
"MLT","Malta","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2009","2009",1.192,,
"MLT","Malta","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2010","2010",1.535,,
"MLT","Malta","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2011","2011",1.564,,
"MLT","Malta","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2012","2012",1.506,,
"MLT","Malta","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2013","2013",1.704,,
"MLT","Malta","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2014","2014",1.673,,
"MLT","Malta","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2015","2015",1.984,,
"MLT","Malta","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2016","2016",2.445,,
"MLT","Malta","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2017","2017",2.953,,
"MLT","Malta","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",3.175,,
"MLT","Malta","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",4.248,,
"MLT","Malta","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",3.512,,
"MLT","Malta","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",2.542,,
"MLT","Malta","EE6","Total waste","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",2.07,,
"MLT","Malta","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",3.771,,
"MLT","Malta","EE_TEE","Temperature exchange equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",3.655,,
"MLT","Malta","EE_TEE","Temperature exchange equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",1.558,,
"MLT","Malta","EE_TEE","Temperature exchange equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",1.135,,
"MLT","Malta","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.375,,
"MLT","Malta","EE_TEE","Temperature exchange equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.82,,
"MLT","Malta","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",0.608,,
"MLT","Malta","EE_SME","Screens and monitors","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",0.669,,
"MLT","Malta","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.967,,
"MLT","Malta","EE_SME","Screens and monitors","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.633,,
"MLT","Malta","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.905,,
"MLT","Malta","EE_SME","Screens and monitors","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.243,,
"MLT","Malta","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",0.211,,
"MLT","Malta","EE_LMP","Lamps","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",0.221,,
"MLT","Malta","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.016,,
"MLT","Malta","EE_LMP","Lamps","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.042,,
"MLT","Malta","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0,,
"MLT","Malta","EE_LMP","Lamps","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.029,,
"MLT","Malta","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",4.099,,
"MLT","Malta","EE_LE","Large equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",3.441,,
"MLT","Malta","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",1.07,,
"MLT","Malta","EE_LE","Large equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.847,,
"MLT","Malta","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.625,,
"MLT","Malta","EE_LE","Large equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.479,,
"MLT","Malta","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",2.646,,
"MLT","Malta","EE_SE","Small equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",2.418,,
"MLT","Malta","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.496,,
"MLT","Malta","EE_SE","Small equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.673,,
"MLT","Malta","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.528,,
"MLT","Malta","EE_SE","Small equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.296,,
"MLT","Malta","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2019","2019",0.331,,
"MLT","Malta","EE_SITTE","Small IT and telecommunication equipment","MKT","Products put on the market","TH_T","Thousand tonnes","2020","2020",0.447,,
"MLT","Malta","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2019","2019",0.141,,
"MLT","Malta","EE_SITTE","Small IT and telecommunication equipment","COL","Waste collected","TH_T","Thousand tonnes","2020","2020",0.181,,
"MLT","Malta","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2019","2019",0.109,,
"MLT","Malta","EE_SITTE","Small IT and telecommunication equipment","RCY","Recycling","TH_T","Thousand tonnes","2020","2020",0.203,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2007","2007",9.007,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2008","2008",11.883,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2009","2009",6.079,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2010","2010",7.474,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2011","2011",6.379,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2012","2012",6.508,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2013","2013",6.844,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2014","2014",7.009,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2015","2015",8.484,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2016","2016",10.184,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2017","2017",12.149,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","KG_HAB","Kilograms per capita","2018","2018",13.408,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2007","2007",0.176,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2008","2008",1.063,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2009","2009",1.903,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2010","2010",1.296,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2011","2011",1.043,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2012","2012",1.151,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2013","2013",1.659,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2014","2014",1.615,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2015","2015",2.057,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2016","2016",2.367,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2017","2017",2.536,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","KG_HAB","Kilograms per capita","2018","2018",3.275,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2007","2007",188.089,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2008","2008",244.05,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2009","2009",123.821,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2010","2010",151.317,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2011","2011",128.513,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2012","2012",130.548,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2013","2013",136.804,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2014","2014",139.587,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2015","2015",168.179,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2016","2016",200.685,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2017","2017",238.044,,
"ROU","Romania","EE6","Total waste","MKT","Products put on the market","TH_T","Thousand tonnes","2018","2018",261.15,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2007","2007",3.685,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2008","2008",21.828,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2009","2009",38.76,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2010","2010",26.247,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2011","2011",21.008,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2012","2012",23.083,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2013","2013",33.165,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2014","2014",32.159,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2015","2015",40.774,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2016","2016",46.654,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2017","2017",49.689,,
"ROU","Romania","EE6","Total waste","COL","Waste collected","TH_T","Thousand tonnes","2018","2018",63.779,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",8.368,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",8.79,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",9.247,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",9.676,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",10.054,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",10.203,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",10.458,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",10.68,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",10.891,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",11.114,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",11.348,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",11.6,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",1.786,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",1.877,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",1.976,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",2.073,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",2.166,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",2.219,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",2.308,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",2.396,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",2.486,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",2.576,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",2.669,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",2.766,,
"RUS","Russia","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",1.177,,
"RUS","Russia","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",1.219,,
"RUS","Russia","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",1.255,,
"RUS","Russia","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",1.279,,
"RUS","Russia","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",1.29,,
"RUS","Russia","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",1.265,,
"RUS","Russia","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",1.247,,
"RUS","Russia","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",1.219,,
"RUS","Russia","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",1.185,,
"RUS","Russia","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",1.147,,
"RUS","Russia","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",1.11,,
"RUS","Russia","EE_SME","Screens and monitors","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",1.076,,
"RUS","Russia","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",0.102,,
"RUS","Russia","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",0.105,,
"RUS","Russia","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",0.109,,
"RUS","Russia","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",0.115,,
"RUS","Russia","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",0.123,,
"RUS","Russia","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",0.129,,
"RUS","Russia","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",0.137,,
"RUS","Russia","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",0.143,,
"RUS","Russia","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",0.148,,
"RUS","Russia","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",0.153,,
"RUS","Russia","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",0.158,,
"RUS","Russia","EE_LMP","Lamps","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",0.163,,
"RUS","Russia","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",2.135,,
"RUS","Russia","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",2.256,,
"RUS","Russia","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",2.385,,
"RUS","Russia","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",2.515,,
"RUS","Russia","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",2.644,,
"RUS","Russia","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",2.722,,
"RUS","Russia","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",2.83,,
"RUS","Russia","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",2.929,,
"RUS","Russia","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",3.026,,
"RUS","Russia","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",3.121,,
"RUS","Russia","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",3.217,,
"RUS","Russia","EE_LE","Large equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",3.317,,
"RUS","Russia","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",2.217,,
"RUS","Russia","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",2.374,,
"RUS","Russia","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",2.555,,
"RUS","Russia","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",2.727,,
"RUS","Russia","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",2.874,,
"RUS","Russia","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",2.941,,
"RUS","Russia","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",3.032,,
"RUS","Russia","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",3.112,,
"RUS","Russia","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",3.188,,
"RUS","Russia","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",3.28,,
"RUS","Russia","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",3.377,,
"RUS","Russia","EE_SE","Small equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",3.477,,
"RUS","Russia","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2010","2010",0.951,,
"RUS","Russia","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2011","2011",0.96,,
"RUS","Russia","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2012","2012",0.967,,
"RUS","Russia","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2013","2013",0.966,,
"RUS","Russia","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2014","2014",0.958,,
"RUS","Russia","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2015","2015",0.926,,
"RUS","Russia","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2016","2016",0.905,,
"RUS","Russia","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2017","2017",0.881,,
"RUS","Russia","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2018","2018",0.858,,
"RUS","Russia","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2019","2019",0.838,,
"RUS","Russia","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2020","2020",0.818,,
"RUS","Russia","EE_SITTE","Small IT and telecommunication equipment","GEN","Waste generated","KG_HAB","Kilograms per capita","2021","2021",0.799,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",1191.532,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",1256.598,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",1324.258,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",1388.565,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",1445.99,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",1493.773,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",1533.919,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",1568.335,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2018","2018",1599.149,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2019","2019",1631.155,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2020","2020",1662.086,,
"RUS","Russia","EE6","Total waste","GEN","Waste generated","TH_T","Thousand tonnes","2021","2021",1691.8,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2010","2010",254.332,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2011","2011",268.311,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2012","2012",282.985,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2013","2013",297.551,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2014","2014",311.466,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2015","2015",324.893,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2016","2016",338.473,,
"RUS","Russia","EE_TEE","Temperature exchange equipment","GEN","Waste generated","TH_T","Thousand tonnes","2017","2017",351.791,,
